Month,AvgSunspotCount
11-01-2007,3
12-01-2007,17
01-01-2008,4
02-01-2008,3
03-01-2008,16
04-01-2008,4
05-01-2008,5
06-01-2008,5
07-01-2008,1
08-01-2008,0
09-01-2008,1
10-01-2008,4
11-01-2008,7
12-01-2008,1
01-01-2009,1
02-01-2009,1
03-01-2009,1
04-01-2009,1
05-01-2009,3
06-01-2009,6
07-01-2009,6
08-01-2009,0
09-01-2009,7
10-01-2009,8
11-01-2009,7
12-01-2009,16
01-01-2010,20
02-01-2010,29
03-01-2010,24
04-01-2010,10
05-01-2010,14
06-01-2010,19
07-01-2010,25
08-01-2010,30
09-01-2010,36
10-01-2010,34
11-01-2010,34
12-01-2010,25
